id,公司中文简称,行业名称,信用得分,信用等级,公司中文全称,公司英文全称,上市公司经营性质编码,公司成立日期,成立年限,法人代表,注册资本,注册资本货币编码,公司办公地址,主营业务,公司经营范围,existing,recommended,invite
831746,弘奥生物,制造业,642,较高,三门峡弘奥生物科技股份有限公司,"Sanmenxia Hong Ao Biological Science Technology Stock Co., Ltd.",私营企业,2/8/2007,12,李春兰,30000000,CNY,"河南省三门峡市湖滨区工业园(310国道南侧,河堤北路北侧)",酶制剂(主要是饲用酶制剂相关产品)、絮凝剂产品的研发、生产和销售。,"酶制剂产品、酵母饲料产品的开发、技术服务和转让、生产、加工、销售(限饲料添加剂);精细化工产品(不含易燃、易爆、剧毒、化学危险品)的生产、加工、销售;发酵豆粕、饲料销售;配套自动化设备销售;酶制剂产品的进出口业务;保健食品、化妆品的研发与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831750,华明泰,制造业,651,较高,中山华明泰科技股份有限公司,"BELIKE Chemical Co., Ltd.",私营企业,12/1/2009,10,郭向荣,32660000,CNY,广东省中山市火炬开发区会展东路12号投资大厦702房,硬脂酸锌、硬脂酸钙、硬脂酸镁、聚氯乙烯热稳定剂、非危险化学品助剂的研发、生产、销售,生产、销售:硬脂酸锌、硬脂酸钙、硬脂酸镁、聚氯乙烯热稳定剂;非危险化学品助剂的研发制造;货物与技术进出口(法律、行政法规禁止经营的项目除外;法律、行政法规限制经营的项目须取得许可后方可经营;硬脂酸锌、硬脂酸钙、硬脂酸镁、聚氯乙烯热稳定剂、非危险化学品助剂生产项目由分公司经营),,,
831751,虎符智能,信息传输、软件和信息技术服务业,537,低,虎符智能科技股份有限公司,Tigercel Intelligent Technologies Corp.,私营企业,21/10/2011,8,赵巍,10000000,CNY,上海市钦州路100号1号楼810室,自主研发3G/4G及智慧城市商业覆盖智能路由器;提供物联网应用整体解决方案;包括智能儿童及智能家居系列的智能硬件产品研发、市场运营、品牌管理及销售;以APP+智能硬件+云端+大数据分析为运营底层的移动互联整体服务提供商。,通信科技、计算机软硬件、物联网、计算机网络工程专业领域内的技术开发、技术咨询、技术服务、技术转让，计算机及通讯设备租赁，从事货物进出口及技术进出口业务。（涉及行政许可的，凭许可证经营）,,,
831753,艾博德,制造业,642,较高,深圳市艾博德科技股份有限公司,"Shenzhen Iboard Technology Co., Ltd.",私营企业,6/2/2007,12,许军,5000000,CNY,广东省深圳市南山区桃源街道留仙大道1213号众冠红花岭工业区南区3区2栋3楼,"红外触摸类产品的研发、生产和销售,产品包括交互式电子白板及DRAWVIEW教学互动软件、红外触摸屏、红外触摸框和触摸电视一体机等。","计算机、电教产品软件、硬件的技术开发;交互式电子白板、红外触摸屏、触摸一体机、触摸软件、互动演示系统的生产;电子产品的购销,国内贸易(以上不含专营、专控、专卖商品及限制项目),经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。",,,
831760,玉如意,农、林、牧、渔业,763,高,湖北玉如意芽业科技股份有限公司,"Hubei Yuruyi Beans Technology Co., Ltd.",私营企业,23/11/2007,12,余建栋,21000000,CNY,湖北省武汉市新洲区汪集街汪集村3栋1-3层,主要从事豆类芽菜的种植、初加工、销售。,"蔬菜种植,蔬菜初加工、销售,蔬菜种植技术咨询,食品生产专用设备零售,农产品收购及销售,仓储服务(不含化学危险品),房屋出租(依法须经审批的项目,经相关部门审批后方可开展经营活动)。",,,
831763,康爱特,制造业,636,较高,江阴康爱特包装股份有限公司,"Jiang Yin ConBulk Co., Ltd.",私营企业,6/8/2007,12,王芳,30000000,CNY,江苏省江阴市祝塘镇工业区祝璜路,IBC集装桶、吹塑桶等产品及配件的生产和销售。,"生产、加工塑料桶、IBC桶、塑料托盘、塑料冲压件、注塑件、塑料阀门,焊管;从事塑料粒子、化工原料(不含危险品)、金属材料的批发、进出口业务(不涉及国营贸易管理商品,涉及配额、许可证管理商品的,按国家有关规定办理申请)",,,
831764,拓美传媒,租赁和商务服务业,719,高,北京拓美文化传媒股份有限公司,"Beijing TooMee Media Co., Ltd.",私营企业,29/8/2011,8,余静涛,35475000,CNY,北京市朝阳区朝外大街甲6号万通中心C座22A,互联网广告整合营销服务,"组织文化艺术交流活动(演出除外);设计、制作、代理、发布广告;承办展览展示;会议服务;企业策划;营销策划;市场调查;经济贸易咨询;技术推广、技术开发、技术转让、技术服务、技术咨询;货物进出口;技术进出口;基础软件服务;应用软件服务;销售计算机、软件及辅助设备;第二类增值电信业务中的信息服务业务;利用信息网络经营游戏产品(含网络游戏虚拟货币发行)(网络文化经营许可证有效期至2019年10月09日)。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",,,
831776,中云创,制造业,592,中,河南中云创光电科技股份有限公司,"Henan Zhongyunchuang Optoelectronic Technology Co., Ltd.",私营企业,25/10/2011,8,石灿,81750000,CNY,河南省驻马店市泌阳县产业集聚区北环西段,LED通用照明灯具的研发、生产和销售,"LED照明灯研发、生产、安装、销售;亮化工程设计;电脑配件、变压器、电话适配器、五金、电子塑料销售,进出口业务。",,,
831778,鸿森重工,制造业,596,中,青岛鸿森重工股份有限公司,"Qingdao Honsen Heavy Industry Co.,Ltd.",私营企业,8/8/2007,12,王起森,53000000,CNY,山东省青岛市四方区兴隆三路18号,主要从事家电、汽车零部件等各类金属冲压钣金件的生产、销售与服务以及家电、汽车行业精密模具的生产、销售。,"加工、制造:机械设备(不含特种设备),金属制品(不含稀贵金属),塑料制品,橡胶制品;批发、零售:五金、百货,机电产品(不含小轿车)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831779,卓越信通,制造业,592,中,北京卓越信通电子股份有限公司,"Transcend Communication Beijing Co., Ltd.",私营企业,18/7/2006,13,杨国文,40706250,CNY,北京市海淀区后厂村路55号卓越科技楼,工业以太网交换机等工业通信设备的生产及销售,生产计算机软硬件;计算机及网络通信设备的技术开发、技术咨询、技术服务;计算机技术培训;销售计算机、软件及辅助设备;货物进出口、技术进出口。(未取得行政许可的项目除外),,,
831787,高和智能,制造业,524,低,江苏高和智能装备股份有限公司,"Jiangsu Gaohe Electro-mechanical Equipment Co., Ltd.",私营企业,28/3/2007,12,陈雨峰,64000000,CNY,盐城市南洋经济区迎宾大道666号,高端线材制品设备的研发、设计、生产及销售，主要产品为线材制品生产后道设备、线材制品生产前道设备、辅助配套设备及配件，可广泛应用于切割丝、钢帘线、钢丝绳、胎圈钢丝、高压胶管钢丝、钢绞线、电缆线等线材制品生产领域。,"智能自动化控制设备、通用设备、环保设备、金属线材制品装备制造、技术服务;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
831791,雪银矿业,采矿业,763,高,吐鲁番雪银金属矿业股份有限公司,"TURPAN XUEYIN METAL MINING CO.,LTD.",私营企业,26/6/2007,12,李明生,138000000,CNY,新疆维吾尔自治区托克逊县丝绸路工业园区,"矿山勘探、开采,矿产品加工及销售","许可经营项目:(具体经营项目以有关部门的批准文件或颁发的许可证、资质证书为准),矿山勘探、开采(硫铁矿、铜矿),工业硫酸(具体见许可证明细项目),普通货物运输,危险货物运输。一般经营项目:(国家法律、行政法规有专项审批的除外),矿产品加工销售",,,
831793,利洋水产,制造业,710,高,广州利洋水产科技股份有限公司,"Guangzhou Liyang Aqua-Technology Co.,Ltd",私营企业,28/9/2011,8,马家好,56479000,CNY,"广州市白云区京溪桥东侧广州新百佳小商品城自编号A23001,A23002","公司为水产动保产品、苗种及相关技术服务供应商,主营业务为水产养殖环境改良剂、虾苗等产品的研发、生产、销售及技术咨询等服务。",研究和试验发展(农业科学研究和试验发展;货物进出口(专营专控商品除外);生物防治技术开发服务;生物技术推广服务;饲料批发;鱼种培育、养殖;生物技术咨询、交流服务;饲料零售;海水养殖;生物防治技术咨询、交流服务;技术进出口;生物防治技术推广服务;内陆养殖;化工产品批发(危险化学品除外);渔业机械服务;鱼病防治服务;生物技术开发服务),,,
831805,微企信息,信息传输、软件和信息技术服务业,583,中,上海微企信息技术股份有限公司,"Shanghai Visionet Information Technology Co., Ltd.",私营企业,5/12/2011,8,顾立庭,11100000,CNY,上海市嘉定区马陆镇复华路33号1幢3层362室,"设计与实施企业信息化管理整体解决方案及标准化软件产品,公司专注面向企业客户提供咨询、软件产品及相关服务,尤其注重于企业移动互联网应用以及多媒体人机互动领域专注于为企业客户提供企业移动互联网应用以及多媒体人机互动领域的解决方案","商务咨询,从事网络系统、电子产品、计算机软硬件技术领域内的技术开发、技术转让、技术咨询、技术服务,电子商务(不得从事增值电信、金融业务),计算机软硬件(除计算机信息系统安全专用产品)、仪器仪表、通信设备、电子产品、家用电器的销售,自有设备租赁(除金融租赁)。",,,
831810,本益新材,制造业,651,较高,本益新材料股份公司,"Bunyee Technology Co., Ltd.",私营企业,24/3/2011,8,黄哲成,55900000,CNY,福建省泉州市泉港区普安工业园区,在建筑室内装饰、市政商业工程、酒店、家居等领域为客户提供人造石英石面材作为装饰装潢的材料。,"研发、生产、加工、销售:人造石、人造石英石系列产品、机械设备;高科技产业、信息技术服务业、互联网产业、建材业、矿产业、环保产业、工业的项目投资,经营进料加工和“三来一补”业务;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831811,中普技术,制造业,592,中,湖南中普技术股份有限公司,"Hunan Zhongpu Technology Co.,Ltd.",私营企业,21/2/2006,13,殷建军,30250000,CNY,湖南省株洲市天元区中小企业促进园A5栋,电源防雷箱、防雷配电箱、电源防雷模块、电源防雷插座、信号防雷器、天馈防雷器、视频防雷器、光伏防雷器、风电防雷器、避雷针、雷电计数器、接地产品等的研发、生产、销售,"防雷产品开发、生产、销售;通信设备配套产品生产、销售;配电开关控制设备制造、销售(上述项目,凭资质证经营);计算机系统集成;设计、咨询服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831813,广新信息,信息传输、软件和信息技术服务业,642,较高,广东广新信息产业股份有限公司,"Guangdong Guangxin Information Industry Co., Ltd.",国营或国有控股,25/6/2010,9,朱丹阳,76000000,CNY,广东省广州市海珠区新港东路1000号保利世界贸易中心写字楼东塔15层1501-1502房,从事物联网产品及应用(防伪溯源系统)的研发、生产及销售;软件研发及销售;软硬件代理销售。,"网络技术、信息技术、电子产品等领域内的技术开发、转让、咨询、服务,电子产品、电脑产品及软件产品的销售及代理,企业信息化管理咨询、服务,电子产品及技术的进出口业务;信息服务业务(仅限互联网信息服务和移动网信息服务业务);物业管理;房屋租赁;信息系统集成服务。(依法须经批准的项目,经有关部门批准后方可开展经营活动。)",,,
831816,兴锐科技,制造业,642,较高,广东兴锐电子科技股份有限公司,"Guangdong Sunrise Electronics Technology Co.,Ltd.",私营企业,7/5/2010,9,颜呈龙,37000000,CNY,东莞市黄江镇旧村,"公司主要从事电子产品按键的研发、生产、销售和技术服务,产品主要应用于手机等消费电子行业。","研发、生产和销售各类电子产品按键及配件、硅橡胶制品、塑胶制品、导电膜制品、模具及配件;货物进出口、技术进出口(法律、行政法规禁止的项目除外;法律、行政法规限制的项目须取得许可后方可经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",,,
831818,鑫辉精密,制造业,583,中,中山鑫辉精密技术股份有限公司,null,私营企业,21/7/2009,10,夏炎,46140000,CNY,"广东省中山市火炬开发区沿江东路13号毓达工业园内第三幢第一层,第一幢第一,三层",精密模具、设备及结构件的研发、生产和销售,加工、生产、设计:汽车模具、打印机零配件及其模具、高尔夫球;生产、加工:五金制品、塑料制品、机械零配件、自动化设备。货物进出口及技术进出口(法律、行政法规禁止的项目除外;法律、行政法规限制的项目取得许可后方可经营)。,,,
831821,华源新材,制造业,723,高,江西华源新材料股份有限公司,"Jiangxi HuaYuan New Material Co., Ltd.",私营企业,24/10/2011,8,刘春明,40000000,CNY,江西省赣州市南康区龙岭工业园西区,电子布的生产和销售,玻璃纤维纱、织物及制品、玻璃钢制品、建筑装饰增强材料、各类覆铜箔板、绝缘材料、兰固化片及相关制品的生产、销售;自营和代理各类商品和技术的进出口及进出口业务的咨询服务(实行国营贸易管理的货物除外)。,,,
831822,米奥会展,租赁和商务服务业,778,高,浙江米奥兰特商务会展股份有限公司,Zhejiang Meorient Commerce and Exhibition Inc.,私营企业,30/6/2010,9,潘建军,42600000,CNY,浙江省杭州市经济技术开发区白杨街道6号大街452号,出国办展业务（包括境外自办展和境外代理展）及境内自办展业务,许可经营项目：无；一般经营项目：服务：承办会展，展览展示设计，国内广告设计、制作、代理，室内装饰设计，企业形象策划，企业营销策划，经济信息咨询（除商品中介），礼仪服务，婚庆服务，摄影，工艺礼品设计，服装设计，货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可证后方可经营）；成年人的非证书劳动职业技能培训（涉及前置审批项目除外）；批复、零售：工艺美术品服装；其他无需报经审批的一切合法项目。,,,
831828,利特尔,制造业,651,较高,江苏利特尔绿色包装股份有限公司,Jiangsu Leater Green Packaging Corp. Ltd,私营企业,21/8/2006,13,顾成,60412500,CNY,江苏省无锡市锡山经济开发区蓉通路55号,高品质纸塑铝软包装产品的研发、生产和销售,"包装装潢印刷品印刷、其他印刷品印刷;纸、塑、铝包装材料的制造、加工、销售;包装技术服务;分布式光伏发电(并网运行);房屋和设备租赁(不含融资性质租赁);物业管理;包装技术服务;自营各类商品和技术的进出口业务,但国家限定或禁止企业经营的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831830,和创化学,制造业,657,较高,上海和创化学股份有限公司,"Shanghai Hechuang Chemical Co., Ltd.",私营企业,22/8/2008,11,安丰发,12000000,CNY,上海市金山区金山卫镇秋实路688号1幢3单元301-302室,丙烯酸特种酯和甲基丙烯酸特种酯研发和销售,"从事化工领域内技术开发、技术咨询、技术服务,精细化工原料及产品(除危险品等专项审批项目)销售【企业经营涉及行政许可的凭许可证经营】",,,
831844,会友线缆,制造业,651,较高,沧州会友线缆股份有限公司,"CANGZHOU HUIYOU CABLE STOCK CO.,LTD.",私营企业,26/11/2007,12,李文志,150000017,CNY,河北省河间市尊祖庄乡李张各村(时北路南侧),电线电缆的研发、生产和销售。,"电线电缆、交联聚乙烯、聚氯乙烯电缆料的生产销售;铜丝加工销售;货物进出口;土地及厂房租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
831851,绿健神农,农、林、牧、渔业,710,高,贵州绿健神农有机农业股份有限公司,"Guizhou Green Health Farmer Organic Agriculture Co., Ltd.",私营企业,17/2/2011,8,倪石寿,50000000,CNY,贵州省独山县现代农业示范园区,铁皮石斛瓶苗种苗销售、铁皮石斛成品及铁皮枫斗的销售。,有机农业产业管理服务；有机农产品基地建设及管理；有机农产品技术开发及成果转让；经政府授权的土地开发、农田治理；农业设施建设；高等农田建设；有机蔬菜、有机肥销售，铁皮石斛种植及销售，农业物资（不含农药）购销、中药材种植（以上经营范围涉及前置许可或审批的，凭相关许可证或批准文件从事生产经营活动，法律法规禁止的不得经营）。,,,
831853,世游科技,信息传输、软件和信息技术服务业,704,高,宁波世游信息科技股份有限公司,Ningbo Shiyou Information Technology Corporation Ltd,私营企业,18/5/2010,9,丁俊伟,11456800,CNY,浙江省宁波市鄞州区天童北路933号和邦大厦A座1102室,公司致力于为旅游目的地管理者提供智慧旅游整体解决方案，采用系统定制开发、Saas 服务购买、数据增值服务和代理运营等多种方式让用户实现智慧旅游中的各种应用需求。,"计算机硬件、计算机网络系统的技术开发、技术咨询、技术服务;智能化系统集成及信息化应用系统技术开发;旅游信息咨询;从事门票代理、代订宾馆客房;旅游工艺品销售及咨询服务;动漫设计;影视策划及多媒体视频制作;文化创意工艺品设计、销售;广告设计、制作及发布;展览展示服务,会展服务,礼仪庆典活动策划及市场营销策划服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
831855,浙江大农,制造业,778,高,浙江大农实业股份有限公司,"ZHEJIANG DANAU INDUSTRIES CO., LTD.",私营企业,25/12/2007,12,王靖,53690000,CNY,台州市路桥区横街镇下云村,清洗和植保机械的研发、生产和销售,机械化农业及园艺机具、泵、塑料制品、喷水器、喷雾器、高技术陶瓷制品制造;货物和技术的进出口;清洁车辆、喷洒车销售。,,,
831856,浩淼科技,制造业,666,较高,明光浩淼安防科技股份公司,"Mingguang Haomiao Security Protection Technology Co., Ltd.",私营企业,1/8/2006,13,倪军,66290000,CNY,安徽省明光市体育路151号,市政救援消防装备、石油化工消防装备、警用防暴装备的开发、设计、制造、装配和服务,消防车、装备车、防暴水罐车改装；消防车、装备车、防暴水罐车、手抬泵修理，消防车、装备车、防暴水罐车、手抬泵、消防器材销售，环保高效灭火剂、电器、电子产品研发和销售，汽车零配件销售；消防工程（凭资质经营），消防培训，消防咨询；消防培训软件开发；进出口业务（国家限定和禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
831865,凯瑞电气,制造业,645,较高,威海凯瑞电气股份有限公司,"Weihai Carine Electric Co., Ltd.",私营企业,14/12/2006,13,张杰,10080000,CNY,"威海市火炬高技术产业开发区火炬路213号创新创业基地B座516,520号",电气火灾监控系统和消防设备应急电源灯消防电子产品的研发、生产和销售,"电气、电子产品、通信产品、计算机及软件的开发、生产、销售、维修及安装和施工(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831872,宏微科技,制造业,651,较高,江苏宏微科技股份有限公司,"Macmic Science and Technology Co., Ltd.",私营企业,18/8/2006,13,赵善麒,64450000,CNY,江苏省常州市新北区华山路18号,新型功率半导体芯片、分立器件和模块的研发、生产及销售,"电子元器件及电子设备的设计、研发、制造与销售;计算机软件的开发与销售;自营和代理各类商品及技术的进出口业务,国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后放可开展经营活动)",,,
831877,小羽佳,居民服务、修理和其他服务业,642,较高,厦门小羽佳家政股份有限公司,"Xiamen small Yuja Housekeeping Co.,LTD.",私营企业,14/7/2010,9,翟焰,29372000,CNY,福建省厦门火炬高新区创业园轩业楼3031室,保洁服务、搬家搬场服务、家电水电服务、保姆月嫂中介服务等。,"1、投资管理(不含证券、期货);2、批发、零售:工艺品、建筑材料、机械设备、五金交电、办公用品、日用品、清洁用品、家用电器;3、搬家服务、家政服务、绿化服务、礼仪庆典服务、家电安装维修。(以上经营范围涉及许可经营项目的,应在取得有关部门的许可后方可经营。)",,,
831879,龙钇科技,制造业,670,较高,龙南龙钇重稀土科技股份有限公司,"Longnan Longyi Heavy RE Technology Co.,Ltd",私营企业,25/6/2010,9,杨清,50000000,CNY,江西省赣州市龙南县东江乡晓坑村,稀土合金添加剂和稀土氧化物的研发、生产及销售,"稀土分离、稀土矿产品加工(凭矿产品加工资格证经营,有效期限至 2015年3月);稀土产品、稀土合金销售(凭矿产品加工资格证经营,有效期限 至2015年3月);合金材料及其制品的生产、加工、销售。(依法须经批准的项 目,经相关部门批准后方可开展经营活动)",,,
831882,众益传媒,租赁和商务服务业,524,低,湖南众益文化传媒股份有限公司,"HUNAN ZHOGNYI MEDIA CO.,LTD",私营企业,17/10/2007,12,文高永权,80660000,CNY,湖南长沙市大河西先导区潇湘南路一段208号柏宁地王广场柏利大厦写字楼六楼,"为企业客户提供精准营销传播服务,同时根据客户需求提供个性化的众益广告媒体机销售及租赁服务。","设计、制作、代理、发布国内各类广告;展示、展览的策划、设计、组织;企业顾问;三维动画设计;家具装饰设计;包装设计;多媒体设备、电子产品、机械设备的技术开发、技术转让、技术咨询、技术服务及推广;多媒体设备、电子产品、机械设备的生产、加工、销售;计算机系统集成。(涉及许可审批的经营项目,凭许可证或者审批文件方可经营)",,,
831885,鱼鳞图,信息传输、软件和信息技术服务业,592,中,四川鱼鳞图信息技术股份有限公司,"Sichuan Yulintu Information Technology Co.,Ltd.",私营企业,7/7/2008,11,李剑波,26130300,CNY,四川省成都市金牛区天龙大道1333号西部地理信息产业园4栋4单元,农村土地信息服务,软件和信息技术服务业;测绘服务;计算机制造;建筑智能化工程;工程勘察设计;工程管理服务;商品批发与零售。,,,
831888,垦丰种业,农、林、牧、渔业,710,高,北大荒垦丰种业股份有限公司,"Beidahuang Kenfeng Seed Co.,Ltd.",国营或国有控股,4/7/2007,12,姜涛,473207000,CNY,黑龙江省哈尔滨市宾西经济开发区强宾路99号,农作物种子的研发、生产、加工、销售和服务,收购、生产、加工、销售农作物种子及进出口业务；植物新品种选育（许可证有效期至2017年9月25日）。农业技术研究、技术转让、技术咨询、技术服务。***（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,
831890,中润新能,制造业,778,高,中润油新能源股份有限公司,"CRPC Innovation Energy Co.,Ltd.",私营企业,28/4/2006,13,王菊林,102000000,CNY,江苏省镇江市静脉产业园办公楼410室,甲醇汽油的生产与销售。,许可经营项目:甲醇汽油的生产。一般经营项目:新能源技术的研发;化工产品的销售(危险化学品和成品油及其它须国家审批的项目除外)。,,,
831891,行动教育,教育,778,高,上海行动教育科技股份有限公司,"Shanghai Action Success Education Technology CO., LTD",私营企业,27/3/2006,13,李践,48655275,CNY,上海市闵行区莘建东路58弄2号1005室,企业管理培训、管理咨询服务以及相关图书音像制品销售,"在教育管理领域的技术开发、技术咨询、技术转让、技术服务,教育信息咨询(除出国留学咨询及中介服务)、企业管理咨询、投资咨询(咨询类项目除经纪),企业形象策划、市场信息咨询与调查、会务服务、礼仪服务、系统内职工培训;会务资料、工艺礼品(除金银)、文化办公用品、日用百货的销售。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",,,
831892,新玻电力,制造业,719,高,天津市新玻电力复合绝缘子制造股份有限公司,"Tianjin XinBo Power Compourd Insulators Manufacturing CO.,LTD.",私营企业,3/11/2009,10,贾士民,34475000,CNY,天津市津南区八里台镇工业园区,交、直流盘形悬式瓷(玻璃)复合绝缘子的研发、生产和销售,"棒形、盘形悬式电力复合绝缘子,玻璃及瓷复合绝缘子,高低压电器器材,硅橡胶增爬裙,电力金具,驱鸟器,防鸟刺制造、销售;货物及技术的进出口业务,电力电器设备、碳纤维输变电设备及配件制造。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,,
831903,汇川科技,信息传输、软件和信息技术服务业,660,较高,福建汇川物联网技术科技股份有限公司,Fujian KymmeneThings Science and Technology Co. ltd,私营企业,18/3/2010,9,郑文,10000000,CNY,福州市鼓楼区乌山西路北侧(工业路451号)鼓楼科技商务中心大厦第九层,"公司专注于精密云台制造、自动化控制、数码技术、信息智能化管理系统的研发、生产、服务,目前研发出的汇川远程智能监管平台是一款突破传统监管方式的远程智能化管理系统,服务于建设、交通、能源、农业、林业、矿山、军事等行业。","物联网技术研发、应用,电子数码安装维修,电子数码产品,电脑及配件,软硬件开发及技术服务,数码产品组装,通讯设备及相关产品的批发与零售,物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
831916,商中在线,信息传输、软件和信息技术服务业,710,高,厦门商中在线科技股份有限公司,"Bizcn.com, Inc.",私营企业,23/11/2007,12,颜健鸥,25600304,CNY,福建省厦门市思明区观音山商务区高雄路18号通达国际中心5楼,域名服务、虚拟主机服务(空间租赁服务)、服务器租赁托管服务和企业邮局服务。,"软件开发;数据处理和存储服务;其他未列明信息技术服务业(不含需经许可审批的项目);互联网域名注册服务;互联网接入及相关服务(不含网吧);其他互联网服务(不含需经许可审批的项目);互联网信息服务(不含药品信息服务和网吧);经营各类商品和技术的进出口(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;计算机、软件及辅助设备零售。",,,
831919,科菲科技,制造业,524,低,浙江科菲科技股份有限公司,"Zhejiang Kefei Technology CO.,Ltd.",私营企业,14/3/2011,8,邓涛,30000000,CNY,浙江省嘉兴市万国路2970号,基于旋流电解技术的金属回收提纯系统的研发、生产、销售,一般经营项目:有色金属冶炼专用设备的制造、维护;有色金属冶炼专用设备零配件的制造;冶金工程和矿山工程的设计及其技术咨询;旋流电解技术的开发;冶炼专用设备、机电设备的安装;金属材料的销售。,,,
831923,中科云巢,信息传输、软件和信息技术服务业,719,高,湖北中科云巢信息科技股份有限公司,"Xiangyang sanking mold Science &Technology Co.,Ltd.",私营企业,2/9/2008,11,孙金阳,5000000,CNY,湖北省襄阳市高新区汉江北路68号,"以云教室、云办公等桌面云系列产品销售业务为主,煤灰砖模具和汽车模具业务为辅。","模具、刀具生产、销售、租赁;普通机械零部件的加工、租赁。计算机系统集成;网页设计,网络设备安装、维护;网络技术开发、销售;网络工程;计算机通讯领域内的术服务、技术咨询;平面设计;立体设计;计算机软硬件的生产、加工;计算机、软件及辅助设备、电子产品、机械设备、通讯设备的销售;电子信息技术开发、技术推广、技术转让、技术咨询、技术服务。",,,
831927,瑞奥物联,制造业,583,中,宁波瑞奥物联技术股份有限公司,"Ningbo Rayonics Technology Co.,Ltd.",私营企业,7/3/2007,12,史伟,10000000,CNY,浙江省宁波市高新区凌云路1177号1栋2层,"公司立足于物联网智能锁的研发,旨在为用户提供安全、通用、智能的门控安防和物联安防的解决方案和开放平台。","物联网技术的应用研发;智能门禁和安防系统、智能物流和仓储管理、智能家具的产品和软件的应用开发;无线传感产品、无线通讯装置和紧密机械部件生产、加工、销售和相关技术咨询服务;自营或代理各类货物和技术的进出口业务,但国家禁止或限定经营的货物和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
831930,和君商学,制造业,710,高,北京和君商学在线科技股份有限公司,"BeiJing HeJun E-learning Co.,LTD",私营企业,6/6/2006,13,王明富,300000000,CNY,北京市东城区后永康胡同17号6号楼D201号,企业管理培训,教育科技开发、企业管理培训(以经工商行政管理部门核准登记为准)。,,,
831933,百杰瑞,制造业,725,高,湖北百杰瑞新材料股份有限公司,"HuBei BaiJieRui Advanced Materials Co.,Ltd",私营企业,16/6/2008,11,张凤学,20000000,CNY,湖北省武汉市化学工业区管理委员会内(青山冶金大道11号),锂盐、铯盐及铷盐的研发、生产和销售。,稀有稀土金属开发、有色金属产品、锂电池材料开发、生产、销售、进出口及相关咨询服务。,,,
831935,倍格曼,制造业,651,较高,湖州倍格曼新材料股份有限公司,"Huzhou Begman Advanced Material Co., Ltd.",私营企业,24/12/2010,9,杨勇,10000000,CNY,浙江省湖州市织里镇梦华蕾路332号,双组份聚氨酯隔热隔音、绝缘、密封材料的研发、生产、销售和服务。,"聚氨酯断桥隔热注胶及密封胶灌封设备,隔热、隔音材料及密封材料、隔热穿条的制造、销售;上述相关设备及材料生产领域的技术咨询、技术开发、技术服务、技术转让;金属材料(除稀贵金属)、建筑材料、化工原料(除危险、易制毒化学品及专营产品)、普通机械配件、纺织品、针织品的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
